,datetime,trade_code,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn,free_turn,total_shares,mkt_cap,free_float_shares,mkt_freeshares,annualstdevr_100w,dividendyield2,trade_status
521,2003/1/2,600090.SH,15.68,15.7,15.59,15.61,370022,5790207,-0.07,-0.4464,4.444794,0.2125,0.2125,367916646,5743178844,174120960,2718028186,12.8148,0.3203,1
522,2003/1/2,600091.SH,7.42,7.61,7.32,7.42,2078245,15475755,0,0,2.076842,1.0079,1.0079,336526000,2497022920,206200000,1530004000,33.0542,0.8086,1
523,2003/1/2,600093.SH,9.43,9.5,9,9.38,63854,590726,-0.08,-0.8457,1.512632,0.0835,0.0835,191250000,1793925000,76500000,717570000,32.8271,NA,1
524,2003/1/2,600094.SH,6.15,6.18,6.04,6.05,217344,1323178,-0.15,-2.4194,2.069939,0.1969,0.1969,491754000,2975111700,110400000,667920000,31.4678,0.8264,1
525,2003/1/2,600095.SH,6.16,6.36,6.15,6.19,581122,3622256,0.04,0.6504,1.979758,0.3847,0.3847,261560000,1619056400,151066007,935098583.3,33.1999,NA,1
526,2003/1/2,600096.SH,8.7,8.71,8.12,8.12,543401,4504972,-0.65,-7.4116,1.060102,0.5434,0.5434,368181800,2989636216,1.00E+08,8.12E+08,28.3526,NA,1
527,2003/1/2,600097.SH,10.25,10.45,10.1,10.17,105223,1077829,-0.38,-3.6019,1,0.3006,0.3006,115449889,1174125371,3.50E+07,355950000,33.6073,NA,1
528,2003/1/2,600098.SH,10.42,10.62,10.34,10.4,838778,8775001,-0.49,-4.4995,1.916185,0.3585,0.3585,1252800000,13029120000,2.34E+08,2433600000,28.2675,2.8846,1
529,2003/1/2,600099.SH,7.21,7.27,6.8,6.96,526464,3704697,-0.24,-3.3333,1.979278,0.5773,0.5773,219120000,1525075200,91200000,634752000,30.3515,NA,1
530,2003/1/2,600100.SH,15,15.27,14.8,14.94,924473,13849989,-0.22,-1.4512,4.749439,0.3386,0.3386,574612295,8584707687,273030533,4079076163,34.6169,1.3387,1
531,2003/1/2,600101.SH,10.16,10.33,9.9,9.97,384600,3882928,-0.48,-4.5933,1.671273,0.4048,0.4048,169805367,1692959509,95004000,947189880,28.4226,2.006,1
532,2003/1/2,600103.SH,3.79,3.8,3.73,3.74,721032,2707048,-0.05,-1.3193,2.442995,0.1615,0.1615,706300000,2641562000,446420000,1669610800,26.9118,1.6043,1
533,2003/1/2,600104.SH,6.79,6.83,6.64,6.65,4050079,27207450,-0.2,-2.9197,2.225234,0.5357,0.5357,2519999300,16757995345,755999790,5027398604,25.055,2.2556,1
534,2003/1/2,600105.SH,8.45,8.5,8.31,8.33,157781,1322590,-0.14,-1.6529,1.886611,0.1618,0.1618,272110462,2266680148,97500000,812175000,24.9778,1.6447,1
535,2003/1/2,600106.SH,7.59,7.7,7.38,7.41,176350,1329382,-0.24,-3.1373,1.062496,0.1959,0.1959,3.10E+08,2297100000,9.00E+07,666900000,29.0917,1.3495,1
536,2003/1/2,600107.SH,4.98,5,4.82,4.83,350200,1719682,-0.13,-2.621,1.849195,0.2629,0.2629,3.60E+08,1738800000,133200000,643356000,34.4092,NA,1
537,2003/1/2,600108.SH,4.63,4.67,4.54,4.55,335550,1539190,-0.08,-1.7279,3.106868,0.1212,0.1212,625045200,2843955660,276822000,1259540100,29.753,1.0989,1
538,2003/1/2,600109.SH,12.68,13,12.68,12.73,723470,9248385,-0.62,-4.6442,1.019066,2.6308,2.6308,70982696,903609720.1,27500000,350075000,33.2511,NA,1
539,2003/1/2,600110.SH,5.55,5.66,5.5,5.5,413130,2296489,-0.14,-2.4823,3.822816,0.3001,0.3001,334123794,1837680867,137676350,757219925,35.4664,0.5051,1
540,2003/1/2,600111.SH,8.98,9,8.81,8.81,255656,2273478,-0.14,-1.5642,1.576247,0.1756,0.1756,403674000,3556367940,145600000,1282736000,31.1945,1.1351,1
541,2003/1/2,600112.SH,6.97,7.08,6.92,6.96,304842,2132860,-0.09,-1.2766,1.136058,0.5862,0.5862,1.72E+08,1197120000,5.20E+07,361920000,37.2021,NA,1
542,2003/1/2,600113.SH,9.67,9.67,9.67,9.67,0,0,0,0,1.036923,0,0,1.18E+08,1141060000,4.00E+07,386800000,25.0975,NA,0
543,2003/1/2,600115.SH,4.48,4.53,4.35,4.35,1621502,7186531,-0.17,-3.7611,1.006591,0.5405,0.5405,4866950000,21171232500,3.00E+08,1.31E+09,29.4242,0.4598,1
544,2003/1/2,600116.SH,9.3,9.4,9.1,9.15,165547,1523312,-0.19,-2.0343,1.115394,0.2855,0.2855,174768000,1599127200,57992000,530626800,31.9791,0.3279,1
545,2003/1/2,600117.SH,4.5,4.59,4.46,4.47,292259,1314066,-0.14,-3.0369,1.764341,0.1827,0.1827,582220000,2602523400,1.60E+08,715200000,31.1556,NA,1
546,2003/1/2,600118.SH,13.22,13.22,12.51,12.6,183800,2364348,-0.65,-4.9057,2.881766,0.2553,0.2553,189504000,2387750400,7.20E+07,907200000,26.3984,NA,1
547,2003/1/2,600119.SH,10,10,9.7,9.88,180300,1778910,-0.31,-3.0422,2.059718,0.2189,0.2189,257400000,2543112000,82368000,813795840,21.1898,NA,1
548,2003/1/2,600120.SH,14.45,14.55,14.3,14.38,592186,8518053,-0.09,-0.622,6.616884,0.4514,0.4514,315920909,4542942671,131175677,1886306235,17.3708,0.4967,1
549,2003/1/2,600121.SH,7.3,7.32,7,7.26,161340,1163084,-0.12,-1.626,2.726222,0.0747,0.0747,8.10E+08,5880600000,2.16E+08,1568160000,38.9688,NA,1
550,2003/1/2,600122.SH,7.03,7.15,6.95,6.96,357174,2503704,-0.07,-0.9957,2.4514,0.248,0.248,319200000,2221632000,1.44E+08,1002240000,36.4125,0.5747,1
551,2003/1/2,600123.SH,6.82,6.88,6.7,6.72,242900,1647069,-0.1,-1.4663,1.544944,0.1687,0.1687,371250000,2494800000,1.44E+08,967680000,29.3456,0.8929,1
552,2003/1/2,600125.SH,8.7,8.85,8.42,8.53,553850,4774358,-0.38,-4.2649,2.016814,0.6101,0.6101,190776000,1627319280,90776000,774319280,29.4011,NA,1
553,2003/1/2,600126.SH,6.59,6.6,6.4,6.4,221800,1441747,-0.18,-2.7356,1.704072,0.1338,0.1338,645337500,4130160000,165750000,1060800000,25.7018,2.3438,1
554,2003/1/2,600127.SH,5.65,5.73,5.5,5.6,438700,2465939,-0.13,-2.2688,2.440417,0.2292,0.2292,432500065,2422000364,191434455,1072032948,42.084,NA,1
555,2003/1/2,600128.SH,7.1,7.2,7.04,7.04,241573,1712666,-0.08,-1.1236,1.914283,0.3259,0.3259,199447500,1404110400,74123100,521826624,31.0734,0.7102,1
556,2003/1/2,600129.SH,30,30,28.31,28.31,322400,9188216,-3.15,-10.0127,1.359526,0.4299,0.4299,252600000,7151106000,7.50E+07,2123250000,37.7141,0.7065,1
557,2003/1/2,600130.SH,20.1,20.49,19.33,19.44,272700,5368182,-0.83,-4.0947,1.013859,0.6818,0.6818,1.60E+08,3110400000,4.00E+07,777600000,30.7662,1.0288,1
558,2003/1/2,600131.SH,8.47,8.53,8.2,8.24,213300,1785579,-0.24,-2.8302,2.118518,0.2134,0.2134,296544209,2443524282,99950009,823588074.2,36.6511,NA,1
559,2003/1/2,600132.SH,19.96,20.1,19.16,19.18,328600,6469213,-2.11,-9.9108,1.250309,0.6319,0.6319,170872000,3277324960,5.20E+07,997360000,34.6039,1.3556,1
560,2003/1/2,600133.SH,7.8,7.99,7.7,7.7,219147,1712548,-0.11,-1.4085,1.76838,0.2634,0.2634,275592200,2122059940,83200000,640640000,32.2848,1.039,1
561,2003/1/2,600135.SH,9.7,9.85,9.6,9.61,214820,2078474,-0.23,-2.3374,1.890894,0.1705,0.1705,3.42E+08,3286620000,1.26E+08,1210860000,31.3827,4.1623,1
562,2003/1/2,600136.SH,9.5,9.96,9.2,9.48,353740,3393028,-0.01,-0.1054,1.124084,0.8644,0.8644,104444000,990129120,40924000,387959520,27.2428,0.5274,1
563,2003/1/2,600137.SH,9.16,9.25,8.93,9.04,101755,920695,-0.18,-1.9523,1.200226,0.5848,0.5848,60711288,548830043.5,17400000,157296000,31.7433,NA,1
564,2003/1/2,600138.SH,9.38,9.38,9.16,9.24,245239,2269361,-0.27,-2.8391,1.781665,0.2096,0.2096,2.67E+08,2467080000,1.17E+08,1081080000,29.7674,1.6234,1
565,2003/1/2,600139.SH,11.2,11.2,10.85,10.92,33809,371580,-0.41,-3.6187,1.437822,0.115,0.115,76010200,830031384,29400000,321048000,33.7739,NA,1
566,2003/1/2,600141.SH,8.71,8.84,8.56,8.57,102600,886649,-0.13,-1.4943,1.02334,0.2565,0.2565,1.60E+08,1371200000,4.00E+07,342800000,28.4399,1.1669,1
567,2003/1/2,600145.SH,5.14,5.2,5.05,5.07,835095,4273993,-0.07,-1.3619,2.790947,0.6695,0.6695,346500000,1756755000,124740000,632431800,27.0496,0.7044,1
568,2003/1/2,600146.SH,8.84,8.91,8.52,8.6,278200,2415504,-0.24,-2.7149,1,0.4637,0.4637,2.00E+08,1.72E+09,6.00E+07,5.16E+08,38.2917,NA,1
569,2003/1/2,600148.SH,8.38,8.53,8.3,8.35,117934,991156,-0.08,-0.949,1.957764,0.2808,0.2808,141516450,1181662358,4.20E+07,350700000,32.729,0.4431,1
570,2003/1/2,600149.SH,7.21,7.27,7.17,7.22,322670,2327002,-0.01,-0.1383,1.805739,0.2598,0.2598,305640000,2206720800,124200000,896724000,32.5444,NA,1
571,2003/1/2,600150.SH,7.85,7.94,7.6,7.62,735687,5697673,-0.32,-4.0302,1.100162,0.9554,0.9554,241493120,1840177574,7.70E+07,586740000,37.8648,NA,1
572,2003/1/2,600151.SH,7.6,7.79,7.5,7.56,547370,4174303,-0.41,-5.1443,1.841936,0.387,0.387,467840000,3536870400,141440000,1069286400,32.874,1.7196,1
573,2003/1/2,600152.SH,6,6.12,5.93,5.93,170658,1018706,-0.14,-2.3064,2.142844,0.1538,0.1538,293494200,1740420606,110975000,658081750,29.5316,1.6863,1
574,2003/1/2,600153.SH,9.99,10.06,9.6,9.67,310674,3045076,-0.35,-3.493,1.451599,0.3883,0.3883,2.96E+08,2862320000,8.00E+07,773600000,28.1348,0.5171,1
575,2003/1/2,600155.SH,5.38,5.58,5.33,5.34,182800,982921,-0.08,-1.476,2.060623,0.1523,0.1523,412500000,2202750000,1.20E+08,640800000,31.3395,1.8727,1
576,2003/1/2,600156.SH,6.05,6.15,5.95,5.96,940715,5679961,0.03,0.5059,1.378039,0.6917,0.6917,438900000,2615844000,1.36E+08,810560000,35.2363,0.5034,1
577,2003/1/2,600157.SH,7.29,7.29,7.1,7.18,242100,1741496,-0.17,-2.3129,3.239345,0.3809,0.3809,170446162,1223803443,63558432,456349541.8,32.4009,NA,1
578,2003/1/2,600158.SH,9.3,9.38,8.98,8.99,306800,2791100,-0.31,-3.3333,1.411703,0.4034,0.4034,253648200,2280297318,76050000,683689500,36.4983,0.1112,1
579,2003/1/2,600159.SH,8.36,8.36,8.18,8.27,87400,720924,-0.09,-1.0766,1.9547,0.0993,0.0993,305001616,2522363364,88007680,727823513.6,33.4804,NA,1
580,2003/1/2,600160.SH,7.55,7.55,7.31,7.32,199370,1484432,-0.21,-2.7888,1.167601,0.1743,0.1743,371200000,2717184000,114400000,837408000,24.9201,1.3661,1
581,2003/1/2,600161.SH,11.8,11.8,11.54,11.58,294708,3420925,-0.22,-1.8644,1.640607,0.614,0.614,1.92E+08,2223360000,4.80E+07,555840000,37.4336,1.5544,1
582,2003/1/2,600162.SH,7.4,7.58,7.3,7.32,525895,3896059,-0.15,-2.008,1.230546,0.4891,0.4891,175890000,1287514800,107520000,787046400,35.7613,NA,1
583,2003/1/2,600163.SH,6.8,6.8,6.65,6.66,227050,1522625,-0.12,-1.7699,1.140936,0.2495,0.2495,305946640,2037604622,9.10E+07,606060000,32.0707,NA,1
584,2003/1/2,600165.SH,7.06,7.16,6.94,6.98,658611,4632754,-0.05,-0.7112,1.807862,0.7036,0.7036,251200000,1753376000,93600000,653328000,41.2764,NA,1
585,2003/1/2,600166.SH,9.31,9.35,9.19,9.25,151794,1401532,-0.09,-0.9636,1.455192,0.1897,0.1897,280466000,2594310500,8.00E+07,7.40E+08,33.6463,1.0811,1
586,2003/1/2,600167.SH,7.18,7.24,7.1,7.19,297993,2130824,-0.03,-0.4155,1.013072,0.4257,0.4257,1.90E+08,1366100000,7.00E+07,503300000,32.7132,NA,1
587,2003/1/2,600168.SH,7.22,7.23,6.94,6.97,830144,5840627,-0.28,-3.8621,1.380533,0.6511,0.6511,441150000,3074815500,127500000,888675000,23.3056,3.5868,1
588,2003/1/2,600169.SH,5.01,5.16,5.01,5.05,263912,1336499,-0.1,-1.9417,1.575562,0.1833,0.1833,372172425,1879470746,1.44E+08,727200000,28.6713,NA,1
589,2003/1/2,600170.SH,8,8.02,7.77,7.84,1152042,9073909,-0.23,-2.8501,1.29983,0.4923,0.4923,719298000,5639296320,2.34E+08,1834560000,32.4507,1.0629,1
590,2003/1/2,600171.SH,12.11,12.38,11.86,11.9,1224354,14851338,-0.51,-4.1096,1.734095,0.6037,0.6037,564764200,6720693980,202800000,2413320000,37.1047,0.9696,1
591,2003/1/2,600172.SH,7.9,7.91,7.42,7.48,571950,4355373,-0.48,-6.0302,2.04191,0.55,0.55,2.68E+08,2004640000,1.04E+08,777920000,26.2203,NA,1
592,2003/1/2,600173.SH,5.86,5.91,5.72,5.75,264700,1535097,-0.12,-2.0443,1.043748,0.2607,0.2607,2.30E+08,1322500000,101515500,583714125,38.3984,1.7391,1
593,2003/1/2,600175.SH,9.46,9.55,9.11,9.13,101400,938537,-0.33,-3.4884,2.026813,0.2493,0.2493,106680000,973988400,40680000,371408400,34.4835,NA,1
594,2003/1/2,600176.SH,7.01,7.14,6.91,6.95,174150,1221823,-0.2,-2.7972,1.074247,0.2347,0.2347,222600000,1547070000,74200000,515690000,37.2626,NA,1
595,2003/1/2,600177.SH,9.28,9.29,8.91,9.01,661189,5988494,-0.3,-3.2223,2.946472,0.2937,0.2937,568095052,5118536419,225086558,2028029888,27.4642,2.2198,1
596,2003/1/2,600178.SH,7.05,7.09,6.88,6.93,1194620,8348414,-0.45,-6.0976,1.406655,0.862,0.862,462080000,3202214400,138580000,960359400,25.8186,2.886,1
597,2003/1/2,600179.SH,5.56,5.65,5.4,5.53,317306,1741425,-0.06,-1.0733,1.003363,0.3173,0.3173,3.30E+08,1824900000,1.00E+08,5.53E+08,30.1525,NA,1
598,2003/1/2,600180.SH,9.8,9.94,9.66,9.67,469600,4576967,-0.13,-1.3265,1.943256,0.5879,0.5879,250990080,2427074074,79872000,772362240,26.7308,NA,1
599,2003/1/2,600182.SH,4.53,4.65,4.5,4.52,618261,2823134,-0.08,-1.7391,1.015773,0.3637,0.5152,3.40E+08,1536800000,1.20E+08,542400000,33.5259,NA,1
600,2003/1/2,600183.SH,6.43,6.58,6.24,6.25,408431,2581898,-0.18,-2.7994,2.017171,0.2109,0.2109,638015625,3987597656,193689844,1210561525,42.9089,0.9231,1
601,2003/1/2,600185.SH,8.41,8.6,8.21,8.22,147160,1233957,-0.25,-2.9516,1.10327,0.1967,0.1967,217800000,1790316000,74800000,614856000,28.8999,NA,1
602,2003/1/2,600186.SH,6.4,6.4,6.06,6.09,728020,4489524,-0.51,-7.7273,2.679138,0.2,0.2,8.84E+08,5383560000,3.64E+08,2216760000,30.5275,3.7893,1
603,2003/1/2,600187.SH,11.03,11.28,10.76,10.78,800292,8745812,-0.4,-3.5778,1.785974,0.8208,1.2312,327225000,3527485500,6.50E+07,700700000,35.6315,0.9276,1
604,2003/1/2,600188.SH,8.1,8.1,7.81,7.87,738890,5850590,-0.37,-4.4903,1.047585,0.4105,0.4105,2.87E+09,22586900000,1.80E+08,1416600000,27.4267,1.2706,1
605,2003/1/2,600189.SH,7.51,7.65,7.45,7.49,313247,2349023,-0.16,-2.0915,1.10229,0.2835,0.2835,310500000,2325645000,110500000,827645000,28.2704,2.6702,1
606,2003/1/2,600190.SH,5.25,5.33,5.18,5.23,1096401,5742566,-0.02,-0.381,1.507705,0.4809,0.4809,946500000,4950195000,2.28E+08,1192440000,38.521,NA,1
607,2003/1/2,600191.SH,7,7.05,6.9,6.92,181973,1266465,-0.12,-1.7045,1.180298,0.1739,0.1739,303082500,2097330900,104650000,724178000,31.3286,NA,1
608,2003/1/2,600192.SH,5.91,5.99,5.9,5.92,160240,949710,-0.1,-1.6611,1.118188,0.145,0.145,320500000,1897360000,110500000,654160000,30.6926,NA,1
609,2003/1/2,600193.SH,8.35,8.48,7.8,8.3,400441,3324385,-0.11,-1.308,2.003584,0.8705,0.8705,167800000,1392740000,4.60E+07,381800000,34.3833,NA,1
610,2003/1/2,600195.SH,7.73,7.8,7.51,7.53,423400,3226100,-0.3,-3.8314,1.563666,0.3528,0.3528,3.90E+08,2936700000,1.20E+08,903600000,28.1067,1.2218,1
611,2003/1/2,600196.SH,9.12,9.15,8.9,8.92,295699,2660808,-0.22,-2.407,2.460326,0.2022,0.2022,381888000,3406440960,146250000,1304550000,29.634,1.2935,1
612,2003/1/2,600197.SH,9.55,9.58,9.23,9.25,294400,2737351,-0.4,-4.1451,1.048279,0.3925,0.3925,220500000,2039625000,7.50E+07,693750000,28.2993,1.0811,1
613,2003/1/2,600198.SH,12.06,12.24,11.6,11.68,1685613,20053604,-0.42,-3.4711,1.353915,1.0193,1.0193,438986400,5127361152,165373750,1931565400,35.8752,NA,1
614,2003/1/2,600199.SH,5.61,5.67,5.5,5.51,289100,1606874,-0.16,-2.8219,1.727623,0.2224,0.2224,346400000,1908664000,1.30E+08,716300000,27.4051,0.4537,1
615,2003/1/2,600200.SH,16.8,16.88,16.63,16.65,250600,4191019,-0.15,-0.8929,3.154488,0.2003,0.2003,277200000,4615380000,125100000,2082915000,25.5158,0.3604,1
616,2003/1/2,600201.SH,15.68,15.68,15.28,15.28,61500,948601,-0.6,-3.7783,1.064381,0.1222,0.1222,109213250,1668778460,50313250,768786460,30.5715,0.8508,1
617,2003/1/2,600202.SH,5.65,5.75,5.56,5.61,447761,2522935,-0.07,-1.2324,2.234582,0.4443,0.4443,245731200,1378552032,100777600,565362336,36.7824,1.6205,1
618,2003/1/2,600203.SH,7.18,7.4,7.18,7.19,212572,1542348,-0.06,-0.8276,1.013829,0.3037,0.3037,256400000,1843516000,7.00E+07,503300000,33.3398,0.6954,1
619,2003/1/2,600206.SH,11.45,11.76,11.26,11.32,81501,927226,-0.2,-1.7361,1.017422,0.1254,0.1254,1.45E+08,1641400000,6.50E+07,735800000,30.8866,NA,1
620,2003/1/2,600207.SH,8.6,8.68,8.44,8.46,897028,7622455,-0.27,-3.0928,1.048871,0.4983,0.4983,4.40E+08,3722400000,1.80E+08,1522800000,35.8623,2.3641,1
621,2003/1/2,600208.SH,6.79,7.08,6.61,6.76,599501,4088470,0.06,0.8955,1.215291,0.5809,0.5809,250840293,1695680381,103200000,697632000,30.557,0.6164,0
622,2003/1/2,600209.SH,7.1,7.15,6.82,6.84,953103,6616382,-0.24,-3.3898,1.516714,1.2708,1.2708,235741864,1612474350,7.50E+07,5.13E+08,38.1987,1.1696,1
623,2003/1/2,600210.SH,11.19,11.29,11.05,11.08,418089,4672918,-0.16,-1.4235,1.708734,0.244,0.244,546400071,6054112787,171350913,1898568116,22.5376,2.7076,1
624,2003/1/2,600211.SH,10.62,10.77,10.45,10.5,148900,1569274,-0.19,-1.7774,1.011398,0.3309,0.3309,122600000,1287300000,4.50E+07,472500000,29.0333,0.4762,1
625,2003/1/2,600212.SH,5.98,6.02,5.8,5.82,1146620,6778152,-0.16,-2.6756,1.341275,0.5978,0.5978,319900866,1861823040,191796347,1116254740,26.839,1.1742,1
626,2003/1/2,600213.SH,7.85,7.95,7.67,7.68,196000,1528186,-0.22,-2.7848,1.039836,0.3267,0.3267,1.90E+08,1459200000,6.00E+07,460800000,24.9439,1.5625,1
627,2003/1/2,600215.SH,8.87,8.87,8.28,8.32,1055974,8946793,-0.58,-6.5169,1.215527,0.6386,0.6386,3.06E+08,2545920000,165360000,1375795200,26.4388,1.2019,1
628,2003/1/2,600216.SH,7.45,7.45,7.21,7.25,638560,4683819,-0.73,-9.1479,1.975897,0.4832,0.4832,450060000,3262935000,132147200,958067200,26.8563,0.4138,1
629,2003/1/2,600217.SH,14.7,14.7,14.59,14.62,36800,538897,-0.02,-0.1366,2.040219,0.0263,0.0263,4.13E+08,6038060000,1.40E+08,2046800000,42.482,0.436,1
630,2003/1/2,600218.SH,6,6.1,5.9,5.94,224642,1344463,-0.19,-3.0995,1.390521,0.2215,0.2215,283400000,1683396000,101400000,602316000,28.0252,0.8418,1
631,2003/1/2,600219.SH,9.03,9.05,8.67,8.72,786014,6940003,-0.35,-3.8589,1.020993,0.5822,0.5822,2.57E+08,2241040000,1.35E+08,1177200000,23.9553,1.7202,1
632,2003/1/2,600220.SH,8.36,8.38,8,8.04,443596,3613879,-0.36,-4.2857,1.713893,0.3728,0.3728,312381652,2511548482,1.19E+08,956760000,24.0281,0.6219,1
633,2003/1/2,600221.SH,5.23,5.29,5.15,5.18,2458544,12794262,-0.05,-0.956,1.107781,0.661,0.661,730252801,3782709509,371957765,1926741223,33.0456,1.1583,1
634,2003/1/2,600222.SH,13.7,13.99,13.53,13.71,6100,84114,-0.41,-2.9037,1.021331,0.0174,0.0174,136145240,1866551240,3.50E+07,479850000,24.7507,1.0941,1
635,2003/1/2,600223.SH,6.5,6.6,6.38,6.38,502797,3245795,-0.16,-2.4465,1.330243,0.2379,0.2379,536250000,3421275000,211315000,1348189700,28.4254,NA,1
636,2003/1/2,600225.SH,7.74,7.87,7.61,7.75,584070,4507375,-0.01,-0.1289,1.503153,0.6752,0.6752,2.01E+08,1557750000,86498250,670361437.5,44.3548,NA,1
637,2003/1/2,600226.SH,11.44,11.6,10.67,10.68,4919886,54560015,-1.04,-8.8737,2.428761,5.0491,5.0491,270366165,2887510642,97440000,1040659200,30.4878,NA,1
638,2003/1/2,600227.SH,8.5,8.51,8.2,8.24,355550,2961494,-0.26,-3.0588,1.027339,0.5079,0.5079,1.70E+08,1400800000,7.00E+07,576800000,25.0413,1.2136,1
639,2003/1/2,600228.SH,17.42,17.45,16.99,17.17,190600,3291870,-0.27,-1.5482,1.606401,0.1985,0.1985,2.88E+08,4944960000,9.60E+07,1648320000,28.3331,0.1747,1
640,2003/1/2,600229.SH,6.61,6.77,6.45,6.46,161200,1057026,-0.2,-3.003,1.033521,0.1791,0.1791,295126210,1906515317,9.00E+07,581400000,29.9398,2.7864,1
641,2003/1/2,600230.SH,7.07,7.2,7.02,7.06,203326,1439172,-0.13,-1.8081,1.008471,0.2542,0.2542,259331620,1830881237,8.00E+07,564800000,37.1379,0.7082,1
642,2003/1/2,600231.SH,6.06,6.13,6.03,6.07,468809,2843491,-0.22,-3.4976,1.338463,0.3606,0.3606,4.03E+08,2446210000,1.30E+08,789100000,27.2522,1.9009,1
643,2003/1/2,600232.SH,9.33,9.33,8.91,9.09,158300,1441232,-0.24,-2.5723,1.316002,0.2706,0.2706,218851880,1989363589,58500000,531765000,40.4045,1.1001,1
644,2003/1/2,600233.SH,7.63,7.7,7.45,7.48,141100,1065988,-0.17,-2.2222,1.523418,0.2688,0.2688,1.65E+08,1234200000,52500000,392700000,28.5711,0.8913,1
645,2003/1/2,600234.SH,10.28,10.5,10.16,10.3,136873,1410803,-0.05,-0.4831,1,0.4562,0.4562,93860000,966758000,3.00E+07,3.09E+08,41.4537,NA,1
646,2003/1/2,600235.SH,21.8,21.88,20.59,20.85,862100,18220582,-1.05,-4.7945,1.020093,1.6579,1.6579,1.77E+08,3690450000,5.20E+07,1084200000,27.2673,0.9592,1
647,2003/1/2,600236.SH,10.32,10.32,9.88,10.02,48950,491194,-0.32,-3.0948,1.026342,0.0445,0.0445,675363033,6767137591,1.10E+08,1102200000,27.0799,1.6966,1
648,2003/1/2,600237.SH,18.6,18.6,17.8,18.17,190650,3464268,-0.3,-1.6243,1.009039,0.4766,0.4766,1.00E+08,1.82E+09,4.00E+07,726800000,27.0496,0.5504,1
649,2003/1/2,600238.SH,8.6,8.85,8.33,8.44,189010,1618556,-0.27,-3.0999,1.008739,0.2554,0.2554,1.66E+08,1401040000,7.40E+07,624560000,27.0265,0.7109,1
650,2003/1/2,600239.SH,6.05,6.15,5.96,5.98,550308,3313049,-0.18,-2.9221,3.320103,0.5822,0.5822,177338160,1060482197,94530240,565290835.2,31.2883,0.929,1
651,2003/1/2,600240.SH,8.23,8.24,7.85,7.89,862940,6898682,-0.33,-4.0146,1.00726,1.1506,1.1506,1.75E+08,1380750000,7.50E+07,591750000,28.8805,NA,1
652,2003/1/2,600241.SH,12.11,12.21,11.96,12,92225,1112017,-0.28,-2.2801,1.009589,0.3074,0.3074,1.06E+08,1.27E+09,3.00E+07,3.60E+08,25.4941,0.75,1
653,2003/1/2,600242.SH,7.58,7.79,7.45,7.48,142600,1081102,-0.18,-2.3499,1.001786,0.2377,0.2377,174029825,1301743091,6.00E+07,448800000,39.5486,NA,1
654,2003/1/2,600243.SH,8.62,8.72,8.21,8.22,636859,5372215,-0.41,-4.7509,1.0057,1.1579,1.1579,156600000,1287252000,5.50E+07,452100000,36.5466,0.6083,1
655,2003/1/2,600246.SH,20.5,20.79,19.8,19.93,59200,1193559,-1.87,-8.578,1.007248,0.1973,0.1973,9.20E+07,1833560000,3.00E+07,597900000,27.5435,0.4014,1
656,2003/1/2,600247.SH,12.34,12.5,12.13,12.37,104900,1290799,-0.21,-1.6693,1.005232,0.2997,0.2997,1.10E+08,1360700000,3.50E+07,432950000,25.2432,0.4042,1
657,2003/1/2,600248.SH,10.82,10.86,10.48,10.5,242295,2579021,-0.37,-3.4039,1.011356,0.5048,0.5048,128820000,1352610000,4.80E+07,5.04E+08,34.6443,0.9524,1
658,2003/1/2,600250.SH,12.2,12.2,11.91,11.94,109778,1319423,-0.3,-2.451,1.02016,0.1996,0.1996,132662800,1583993832,5.50E+07,656700000,NA,1.2563,1
659,2003/1/2,600252.SH,10.21,10.58,10.15,10.31,736010,7637075,-0.42,-3.9143,1.115567,1.4869,1.4869,139389360,1437104302,49500000,510345000,30.358,0.4409,1
660,2003/1/2,600255.SH,14.59,14.64,14.06,14.17,183629,2625850,-0.45,-3.078,1.011517,0.6121,0.6121,9.50E+07,1346150000,3.00E+07,425100000,32.2307,0.7057,1
661,2003/1/2,600256.SH,11.95,11.95,11.27,11.35,535500,6170584,-0.4,-3.4043,4.117884,0.2625,0.2625,721717704,8191495940,2.04E+08,2315400000,25.8345,0.3671,1
662,2003/1/2,600257.SH,14.1,14.32,13.87,14,220600,3101580,-0.33,-2.3029,1.006687,0.5515,0.5515,7.30E+07,1.02E+09,4.00E+07,5.60E+08,27.3113,0.3571,1
663,2003/1/2,600258.SH,12.98,13.04,12.84,12.84,143800,1860599,-0.24,-1.8349,1.02324,0.2054,0.2054,231400000,2971176000,7.00E+07,898800000,32.2747,1.5576,1
664,2003/1/2,600259.SH,6.7,6.84,6.53,6.62,365140,2434515,-0.18,-2.6471,1.0013,0.5216,0.5216,213400000,1412708000,7.00E+07,463400000,39.3928,NA,1
665,2003/1/2,600260.SH,12.5,12.55,12.02,12.07,724130,8900480,-0.61,-4.8107,1.013957,1.3166,1.3166,175880000,2122871600,5.50E+07,663850000,34.9212,1.657,1
666,2003/1/2,600261.SH,12.8,12.9,12.2,12.24,234000,2906459,-0.62,-4.8212,1.011529,0.585,0.585,123160000,1507478400,4.00E+07,489600000,25.7573,1.0212,1
667,2003/1/2,600262.SH,8.83,8.9,8.66,8.67,131349,1148499,-0.08,-0.9143,1.010318,0.2388,0.2388,1.70E+08,1473900000,5.50E+07,476850000,38.9032,0.4614,1
